0,1,2,3,4,5,6,7,8
,0.12981222569942474,-0.2931954264640808,-0.1316334754228592,0.32432815432548523,-0.23745614290237427,-0.4334462881088257,-0.38781440258026123,-0.4167371392250061
0.12981222569942474,,-0.3123643398284912,-0.2190883606672287,0.019283268600702286,0.07100865989923477,-0.15228016674518585,-0.10978426039218903,-0.20033706724643707
-0.2931954264640808,-0.3123643398284912,,0.45735764503479004,-0.36129674315452576,-0.2657456398010254,-0.0041405330412089825,-0.059861864894628525,-0.12839801609516144
-0.1316334754228592,-0.2190883606672287,0.45735764503479004,,-0.1448771208524704,-0.22291423380374908,-0.23541595041751862,-0.31989753246307373,-0.32656705379486084
0.32432815432548523,0.019283268600702286,-0.36129674315452576,-0.1448771208524704,,-0.20680812001228333,-0.33477768301963806,-0.3159496784210205,-0.37858036160469055
-0.23745614290237427,0.07100865989923477,-0.2657456398010254,-0.22291423380374908,-0.20680812001228333,,0.02116164192557335,-0.014612188562750816,0.15639182925224304
-0.4334462881088257,-0.15228016674518585,-0.0041405330412089825,-0.23541595041751862,-0.33477768301963806,0.02116164192557335,,0.2028546780347824,0.23793484270572662
-0.38781440258026123,-0.10978426039218903,-0.059861864894628525,-0.31989753246307373,-0.3159496784210205,-0.014612188562750816,0.2028546780347824,,0.29236236214637756
-0.4167371392250061,-0.20033706724643707,-0.12839801609516144,-0.32656705379486084,-0.37858036160469055,0.15639182925224304,0.23793484270572662,0.29236236214637756,
